text,text_processed,topic
Στο μεταβαλλόμενο περιβάλλον της σύγχρονης εποχής η υιοθέτηση πρακτικών διαχείρισης κινδύνων αποτελεί μονόδρομο για τη βιώσιμη ανάπτυξη https://t.co/zjHX84K7mb https://t.co/63TgIKd5A9,στο μεταβαλλομενο περιβαλλον τησ συγχρονησ εποχησ η υιοθετηση πρακτικων διαχειρισησ κινδυνων αποτελει μονοδρομο για τη βιωσιμη αναπτυξη,0
Καραμανλής: Πράσινο το σύνολο των έργων υποδομών - Φιλικά προς το περιβάλλον τα 1.300 νέα λεωφορεία που έρχονται https://t.co/WJgrYzSZw0,καραμανλησ πρασινο το συνολο των εργων υποδομων φιλικα προσ το περιβαλλον τα νεα λεωφορεια που ερχονται,0
"Τέσσερις αντιπροτάσεις #Ερσίν_Τατάρ στα ΜΟΕ #Αναστασιάδη: Υδρογονάνθρακες, υδάτινοι πόροι, ηλεκτρική και πράσινη ενέργεια https://t.co/2ldqyyVBaK via @politis_news #Κύπρος #Κυπριακό",τεσσερισ αντιπροτασεισ ερσιν_ταταρ στα μοε αναστασιαδη υδρογονανθρακεσ υδατινοι ποροι ηλεκτρικη και πρασινη ενεργεια via politis_news κυπροσ κυπριακο,0
RT @OlympiaAnast: Άρθρο μου στο ετήσιο έντυπο Thought Leaders 2022 του @gtpgr  σχετικά με τον βιώσιμο τουρισμό.👉Amid an unprecedented inter…,rt olympiaanast αρθρο μου στο ετησιο εντυπο thought leaders του gtpgr σχετικα με τον βιωσιμο τουρισμοamid an unprecedented inter,0
"Χανιά: Ο ενεργειακός μετασχηματισμός, στο επίκεντρο του 6ου Παγκρήτιου Ενεργειακού Συνεδρίου

https://t.co/xUkmas00nK https://t.co/GXxe5e4Qty",χανια ο ενεργειακοσ μετασχηματισμοσ στο επικεντρο του ου παγκρητιου ενεργειακου συνεδριου,0
"Καθώς η #αναζήτηση για λιγότερο βλαβερές για το #περιβάλλον αερομεταφορές συνεχίζεται, μια ισπανική αεροπορική #εταιρεία ανέλαβε την τεράστια #πρόκληση να παραγγείλει νέα υβριδικά #αερόπλοια.
#Διεθνη 

https://t.co/J9U6PcNdD4",καθωσ η αναζητηση για λιγοτερο βλαβερεσ για το περιβαλλον αερομεταφορεσ συνεχιζεται μια ισπανικη αεροπορικη εταιρεια ανελαβε την τεραστια προκληση να παραγγειλει νεα υβριδικα αεροπλοια διεθνη,0
"Βασίλης Κικίλιας: 
«Νούμερο 1 προορισμός η Ελλάδα για τους ταξιδιώτες από Γαλλία και Ιταλία» 

Ο υπουργός Τουρισμού επισήμανε, ότι παρά το παγκόσμιο ασταθές περιβάλλον, τα αποτελέσματα που υπάρχουν στις αφίξεις τουριστών στη χώρα μας είναι εντυπωσιακά

https://t.co/arzQCKG3DZ https://t.co/kGhr1hCAgb",βασιλησ κικιλιασ νουμερο προορισμοσ η ελλαδα για τουσ ταξιδιωτεσ απο γαλλια και ιταλια ο υπουργοσ τουρισμου επισημανε οτι παρα το παγκοσμιο ασταθεσ περιβαλλον τα αποτελεσματα που υπαρχουν στισ αφιξεισ τουριστων στη χωρα μασ ειναι εντυπωσιακα,0
"«Η Ελλάδα είναι φέτος ο νούμερο 1 προορισμός για τους ταξιδιώτες από Γαλλία και Ιταλία» ανέφερε ο υπουργός Τουρισμού Βασίλης Κικίλιας μιλώντας στον τηλεοπτικό σταθμό Open, επισημαίνοντας ότι -παρά το παγκόσμιο ασταθές περιβάλλον- τα εντυπωσιακά

https://t.co/ttKZ0oG5DQ",η ελλαδα ειναι φετοσ ο νουμερο προορισμοσ για τουσ ταξιδιωτεσ απο γαλλια και ιταλια ανεφερε ο υπουργοσ τουρισμου βασιλησ κικιλιασ μιλωντασ στον τηλεοπτικο σταθμο open επισημαινοντασ οτι παρα το παγκοσμιο ασταθεσ περιβαλλον τα εντυπωσιακα,0
"Τα Ηνωμένα Έθνη έχουν ορίσει την βιώσιμη ανάπτυξη στην έκθεση Brundtland, ως «μια ανάπτυξη που ικανοποιεί τις ανάγκες του παρόντος χωρίς να διακυβεύει την ικανότητα των μελλοντικών γενεών να ικανοποιήσουν τις δικές τους ανάγκες».

https://t.co/vDOUmApXg3",τα ηνωμενα εθνη εχουν ορισει την βιωσιμη αναπτυξη στην εκθεση brundtland ωσ μια αναπτυξη που ικανοποιει τισ αναγκεσ του παροντοσ χωρισ να διακυβευει την ικανοτητα των μελλοντικων γενεων να ικανοποιησουν τισ δικεσ τουσ αναγκεσ,0
"να κάτι τέτοια αρθράκια συνοψίζουν μέσα σε πενήντα λέξεις όλη την παράνοια του παλιού καλού καπιταλισμού με αλατοπίπερο την ηθική του ύστερου, καταστρέφεις το περιβάλλον για ωφελιμιστικούς λόγους, τώρα, ακριβώς για τους ίδιους λόγους, θα το προστατεύσεις. https://t.co/CovkJyZrdl",να κατι τετοια αρθρακια συνοψιζουν μεσα σε πενηντα λεξεισ ολη την παρανοια του παλιου καλου καπιταλισμου με αλατοπιπερο την ηθικη του υστερου καταστρεφεισ το περιβαλλον για ωφελιμιστικουσ λογουσ τωρα ακριβωσ για τουσ ιδιουσ λογουσ θα το προστατευσεισ,0
[Κλικ και διαβάστε στο NewsBeast]Οι  #Ελληνίδες υφάντρες που υπερασπίζονται τη βιώσιμη μόδα μέσω αρχαίων τεχνικών https://t.co/2Pfr8pqKBx,κλικ και διαβαστε στο newsbeastοι ελληνιδεσ υφαντρεσ που υπερασπιζονται τη βιωσιμη μοδα μεσω αρχαιων τεχνικων,0
ΙΛΛΥΡΙΑ WEB TV | ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝ | ΕΙΡΗΝΗ ΚΑΝΕΛΛΟΥ https://t.co/yondm4gZCs,ιλλυρια web tv οικονομια και περιβαλλον ειρηνη κανελλου,0
"ΠΔΕ: Ημερίδα της UNESCO, για την Εκπαίδευση τον Πολιτισμό &amp; τη Βιώσιμη Ανάπτυξη https://t.co/wYM3ZPjSVg",πδε ημεριδα τησ unesco για την εκπαιδευση τον πολιτισμο amp τη βιωσιμη αναπτυξη,0
Το περιβάλλον ως ...επαγγελματική διέξοδος - Συνέντευξη του Ευθύμιου Προβίδα στην Πολιτεία https://t.co/buUxjvFWsl,το περιβαλλον ωσ επαγγελματικη διεξοδοσ συνεντευξη του ευθυμιου προβιδα στην πολιτεια,0
ΠΕΡΙΒΑΛΛΟΝ – Η ΜΟΛΥΝΣΗ ΤΩΝ ΥΔΑΤΩΝ https://t.co/xhaeyPwZl8,περιβαλλον η μολυνση των υδατων,0
Καρδία: Εγκαινιάστηκε το Πάρκο Φυτοποικιλότητας με τα χίλια σπάνια φυτά https://t.co/gefkdgY1Ba #ΔΗΜΟΤΙΚΑ #ΔΤ #ΚΑΡΔΙΑ #ΠΕΡΙΒΑΛΛΟΝ https://t.co/V0peLWJLG2,καρδια εγκαινιαστηκε το παρκο φυτοποικιλοτητασ με τα χιλια σπανια φυτα δημοτικα δτ καρδια περιβαλλον,0
Το περιβάλλον...ως επαγγελματική διέξοδος https://t.co/uIVQkabXCL,το περιβαλλονωσ επαγγελματικη διεξοδοσ,0
Η στάση της κυβέρνησης και των κομμάτων κατασκεύασαν ένα εχθρικό περιβάλλον για τους πολίτες https://t.co/qksiZyal58 https://t.co/NGmog0Z28Y,η σταση τησ κυβερνησησ και των κομματων κατασκευασαν ενα εχθρικο περιβαλλον για τουσ πολιτεσ,0
@NWOgohome @Epicrotus @kafros2016 Λάθος. Όλοι σε ένα ιδανικό περιβάλλον κάτι παραπάνωθα καταφέρναμε. Όσοι μένουμε είμαστε ήρωες και το πλήρωμα του χρόνου για το Έθνος.,nwogohome epicrotus kafros λαθοσ ολοι σε ενα ιδανικο περιβαλλον κατι παραπανωθα καταφερναμε οσοι μενουμε ειμαστε ηρωεσ και το πληρωμα του χρονου για το εθνοσ,0
Δράση για το Περιβάλλον από το Κ.Δ.Α.Π Δήμου Κιλελέρ - LarissaPress https://t.co/xuZ8O61Rqp,δραση για το περιβαλλον απο το κδαπ δημου κιλελερ larissapress,0
«Θα συνεχίσουμε σε επόμενες δράσεις για το περιβάλλον και την πανέμορφη περιοχή μας» https://t.co/fUHKnAnr97,θα συνεχισουμε σε επομενεσ δρασεισ για το περιβαλλον και την πανεμορφη περιοχη μασ,0
