text,text_processed,topic
Στο μεταβαλλόμενο περιβάλλον της σύγχρονης εποχής η υιοθέτηση πρακτικών διαχείρισης κινδύνων αποτελεί μονόδρομο για τη βιώσιμη ανάπτυξη https://t.co/zjHX84K7mb https://t.co/63TgIKd5A9,στο μεταβαλλομενο περιβαλλον τησ συγχρονησ εποχησ η υιοθετηση πρακτικων διαχειρισησ κινδυνων αποτελει μονοδρομο για τη βιωσιμη αναπτυξη,0
"Τέσσερις αντιπροτάσεις #Ερσίν_Τατάρ στα ΜΟΕ #Αναστασιάδη: Υδρογονάνθρακες, υδάτινοι πόροι, ηλεκτρική και πράσινη ενέργεια https://t.co/2ldqyyVBaK via @politis_news #Κύπρος #Κυπριακό",τεσσερισ αντιπροτασεισ ερσιν_ταταρ στα μοε αναστασιαδη υδρογονανθρακεσ υδατινοι ποροι ηλεκτρικη και πρασινη ενεργεια via politis_news κυπροσ κυπριακο,0
RT @OlympiaAnast: Άρθρο μου στο ετήσιο έντυπο Thought Leaders 2022 του @gtpgr  σχετικά με τον βιώσιμο τουρισμό.👉Amid an unprecedented inter…,rt olympiaanast αρθρο μου στο ετησιο εντυπο thought leaders του gtpgr σχετικα με τον βιωσιμο τουρισμοamid an unprecedented inter,0
"Καθώς η #αναζήτηση για λιγότερο βλαβερές για το #περιβάλλον αερομεταφορές συνεχίζεται, μια ισπανική αεροπορική #εταιρεία ανέλαβε την τεράστια #πρόκληση να παραγγείλει νέα υβριδικά #αερόπλοια.
#Διεθνη 

https://t.co/J9U6PcNdD4",καθωσ η αναζητηση για λιγοτερο βλαβερεσ για το περιβαλλον αερομεταφορεσ συνεχιζεται μια ισπανικη αεροπορικη εταιρεια ανελαβε την τεραστια προκληση να παραγγειλει νεα υβριδικα αεροπλοια διεθνη,0
"Τα Ηνωμένα Έθνη έχουν ορίσει την βιώσιμη ανάπτυξη στην έκθεση Brundtland, ως «μια ανάπτυξη που ικανοποιεί τις ανάγκες του παρόντος χωρίς να διακυβεύει την ικανότητα των μελλοντικών γενεών να ικανοποιήσουν τις δικές τους ανάγκες».

https://t.co/vDOUmApXg3",τα ηνωμενα εθνη εχουν ορισει την βιωσιμη αναπτυξη στην εκθεση brundtland ωσ μια αναπτυξη που ικανοποιει τισ αναγκεσ του παροντοσ χωρισ να διακυβευει την ικανοτητα των μελλοντικων γενεων να ικανοποιησουν τισ δικεσ τουσ αναγκεσ,0
"να κάτι τέτοια αρθράκια συνοψίζουν μέσα σε πενήντα λέξεις όλη την παράνοια του παλιού καλού καπιταλισμού με αλατοπίπερο την ηθική του ύστερου, καταστρέφεις το περιβάλλον για ωφελιμιστικούς λόγους, τώρα, ακριβώς για τους ίδιους λόγους, θα το προστατεύσεις. https://t.co/CovkJyZrdl",να κατι τετοια αρθρακια συνοψιζουν μεσα σε πενηντα λεξεισ ολη την παρανοια του παλιου καλου καπιταλισμου με αλατοπιπερο την ηθικη του υστερου καταστρεφεισ το περιβαλλον για ωφελιμιστικουσ λογουσ τωρα ακριβωσ για τουσ ιδιουσ λογουσ θα το προστατευσεισ,0
[Κλικ και διαβάστε στο NewsBeast]Οι  #Ελληνίδες υφάντρες που υπερασπίζονται τη βιώσιμη μόδα μέσω αρχαίων τεχνικών https://t.co/2Pfr8pqKBx,κλικ και διαβαστε στο newsbeastοι ελληνιδεσ υφαντρεσ που υπερασπιζονται τη βιωσιμη μοδα μεσω αρχαιων τεχνικων,0
ΙΛΛΥΡΙΑ WEB TV | ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝ | ΕΙΡΗΝΗ ΚΑΝΕΛΛΟΥ https://t.co/yondm4gZCs,ιλλυρια web tv οικονομια και περιβαλλον ειρηνη κανελλου,0
"ΠΔΕ: Ημερίδα της UNESCO, για την Εκπαίδευση τον Πολιτισμό &amp; τη Βιώσιμη Ανάπτυξη https://t.co/wYM3ZPjSVg",πδε ημεριδα τησ unesco για την εκπαιδευση τον πολιτισμο amp τη βιωσιμη αναπτυξη,0
Το περιβάλλον...ως επαγγελματική διέξοδος https://t.co/uIVQkabXCL,το περιβαλλονωσ επαγγελματικη διεξοδοσ,0
