text,text_processed,topic
Η #κλιματική_αλλαγή απειλεί τη #Μεσόγειο – Δραματική πρόβλεψη για αύξηση των #πυρκαγιών https://t.co/i9UqwrPYfq via @politis_news,η κλιματικη_αλλαγη απειλει τη μεσογειο δραματικη προβλεψη για αυξηση των πυρκαγιων via politis_news,1
Η κλιματική αλλαγή απειλεί τη Μεσόγειο - Δραματική πρόβλεψη για αύξηση των πυρκαγιών - https://t.co/XiWrmtxQ1Y https://t.co/Tk2B1YOVSQ,η κλιματικη αλλαγη απειλει τη μεσογειο δραματικη προβλεψη για αυξηση των πυρκαγιων,1
"[https://t.co/bDHZLmoC6L]Μελέτη: Η κλιματική  #Αλλαγή θα αυξήσει τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη  #Μεσόγειο https://t.co/UmUw8yGP4m",η κλιματικη αλλαγη θα αυξησει τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,1
Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως - mononews #mononewsGR https://t.co/Z7xEXfKMCT,η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ mononews mononewsgr,1
"Μελέτη: Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη Μεσόγειο

https://t.co/BMW3zl2ADn",μελετη η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,1
"Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη Μεσόγειο,
https://t.co/EUiqKEInYL,",η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,1
Ανανεώσιμες Πηγές Ενέργειας: Το λάθος μείγμα στην Ελλάδα - Οι κίνδυνοι από τη μονοκαλλιέργεια https://t.co/lnKE3n3qdo,ανανεωσιμεσ πηγεσ ενεργειασ το λαθοσ μειγμα στην ελλαδα οι κινδυνοι απο τη μονοκαλλιεργεια,1
"Μπορεί ο Θάνος Πλεύρης να αποφεύγει όπως ο διάολος το λιβάνι τους δημοσιογράφους του Documento όταν του ζητούν μια δήλωση, αλλά αν πρόκειται για το ασφαλές περιβάλλον που εξασφαλίζει μία ανάρτηση στο Twitter, δεν έχει πρόβλημα να τοποθετηθεί δημόσια https://t.co/cAt9pwKKus",μπορει ο θανοσ πλευρησ να αποφευγει οπωσ ο διαολοσ το λιβανι τουσ δημοσιογραφουσ του documento οταν του ζητουν μια δηλωση αλλα αν προκειται για το ασφαλεσ περιβαλλον που εξασφαλιζει μια αναρτηση στο twitter δεν εχει προβλημα να τοποθετηθει δημοσια,1
"Μελέτη: Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη Μεσόγειο https://t.co/66O7L39m7i",μελετη η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,1
Κλιματική αλλαγή: «Πρωτοφανής τα τελευταία 4.000 χρόνια» η άνοδος της στάθμης των θαλασσών--https://t.co/LJbWH870H9,κλιματικη αλλαγη πρωτοφανησ τα τελευταια χρονια η ανοδοσ τησ σταθμησ των θαλασσων,1
