text,text_processed,topic
Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,γεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,1
Εκει πήγαν οι Τουρκοι για να ανωρθοσουν το ισλαμικο κρατος τα υπολοιπα ειναι ψεμα οπως ωεμα ειναι το προσφυγικό δεν έρχονται προσφυγες στη Ελλαδα αλλα εποικοι και αν συνεχίσουμε ετσι θα χασουμε την πατριδα που με ποταμους αιματος ελευθερωσαν οι πρόγονοι μας SOS Ελληνα ξύπνα σου κλεβουν την πατριδα ο μεγαλητερος κινδυνος για την Ελλαδα ειναι οι Ισλαμιστες που έρχονται σοριδον εδω οι Κουρδοι δεν πρόκειται να πουλησουν την πατριδα τους θα μηνουν να πολεμήσουν αυτοι που θα ερθους θα ειναι ισλαμιστες τα αλλα ειναι προπαγανδα η Ελλαδα κινδυνεύει ποιο πολύ και απο την εποχη που ο ιμπραΐμ σάρωνε την πελοπονησο γιατι τοτε ειχαμε τον Παπαφλεσα των Κολοκοτρονη ενω σημερα μας κυβερνουν δοσιλογοι και προσκηνημενοι,εκει πηγαν οι τουρκοι για να ανωρθοσουν το ισλαμικο κρατοσ τα υπολοιπα ειναι ψεμα οπωσ ωεμα ειναι το προσφυγικο δεν ερχονται προσφυγεσ στη ελλαδα αλλα εποικοι και αν συνεχισουμε ετσι θα χασουμε την πατριδα που με ποταμουσ αιματοσ ελευθερωσαν οι προγονοι μασ sos ελληνα ξυπνα σου κλεβουν την πατριδα ο μεγαλητεροσ κινδυνοσ για την ελλαδα ειναι οι ισλαμιστεσ που ερχονται σοριδον εδω οι κουρδοι δεν προκειται να πουλησουν την πατριδα τουσ θα μηνουν να πολεμησουν αυτοι που θα ερθουσ θα ειναι ισλαμιστεσ τα αλλα ειναι προπαγανδα η ελλαδα κινδυνευει ποιο πολυ και απο την εποχη που ο ιμπραΐμ σαρωνε την πελοπονησο γιατι τοτε ειχαμε τον παπαφλεσα των κολοκοτρονη ενω σημερα μασ κυβερνουν δοσιλογοι και προσκηνημενοι,1
Ωραία πάω να φάω χειρινό προς τιμή του ψεύτικου Θεού τους Αλλάχ,ωραια παω να φαω χειρινο προσ τιμη του ψευτικου θεου τουσ αλλαχ,1
@bogdanosk Ελα βρε σοβαρά....Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,bogdanosk ελα βρε σοβαραγεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,1
@bogdanosk @MakeMyDayPunk_ Κάτι είπες για προκλητικές μοτοπορίες... https://t.co/yQxLOsccA0,bogdanosk makemydaypunk_ κατι ειπεσ για προκλητικεσ μοτοποριεσ,1
@AdonisGeorgiadi Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,adonisgeorgiadi γεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,1
@EAdamopoulou @MaryTzaki Να εύχεσαι κοπελιά να μην μπει ο Ερντογάν σε αυτό το μπουρδελο που το λετε ελλαδα και πάρεις τα παιδιά για μετανάστευση με τά πόδια,eadamopoulou marytzaki να ευχεσαι κοπελια να μην μπει ο ερντογαν σε αυτο το μπουρδελο που το λετε ελλαδα και παρεισ τα παιδια για μεταναστευση με τα ποδια,1
"Ελληνικο αιμα ρεει αφθονο απο εισαγομενους λαθρομετανάστες @nmitarakis @AdonisGeorgiadi @bogdanosk @AnnaAsimakopoul χερια βαμενα με Ελληνικο αιμα γνωστοι τοις πασι, Επιτροπες Ασυλου,ΜΚΟ ανθρωπιστες αλληλεγγυοι Ποιος θα να ειναι ο επομενος; -https://t.co/IgTu1xAnY8",ελληνικο αιμα ρεει αφθονο απο εισαγομενουσ λαθρομεταναστεσ nmitarakis adonisgeorgiadi bogdanosk annaasimakopoul χερια βαμενα με ελληνικο αιμα γνωστοι τοισ πασι επιτροπεσ ασυλουμκο ανθρωπιστεσ αλληλεγγυοι ποιοσ θα να ειναι ο επομενοσ,1
"Γεμίζουν την Ελλάδα με λαθρομετανάστες,καταργούν εθνικές εορτές με την απειλή φυλάκισης και μας πουλάνε πατριωτικά παπατζιλικια ,σημερα γιορτάζουν ΚομΜουνιστες και λαθρομετανάστες @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk συγχαρητήρια https://t.co/V4FTFnwrYE",γεμιζουν την ελλαδα με λαθρομεταναστεσκαταργουν εθνικεσ εορτεσ με την απειλη φυλακισησ και μασ πουλανε πατριωτικα παπατζιλικια σημερα γιορταζουν κομμουνιστεσ και λαθρομεταναστεσ adonisgeorgiadi nmitarakis grigoris_d bogdanosk συγχαρητηρια,1
Οι ανθέλληνες απαγόρευσαν στους Έλληνες να παρελάσουν #ΝΔ @K_Hatzidakis @chrisochoidis @AdonisGeorgiadi @PrimeministerGR @bogdanosk @grigoris_d @nmitarakis @nkerameus @kyranakis @Dora_Bakoyannis @AnnaAsimakopoul Σήμερα γιορτάζουν οι ΚομΜουνιστες και λαθρομετανάστες https://t.co/RAK6a5X3py,οι ανθελληνεσ απαγορευσαν στουσ ελληνεσ να παρελασουν νδ k_hatzidakis chrisochoidis adonisgeorgiadi primeministergr bogdanosk grigoris_d nmitarakis nkerameus kyranakis dora_bakoyannis annaasimakopoul σημερα γιορταζουν οι κομμουνιστεσ και λαθρομεταναστεσ,1
