text,text_processed,topic
Η #κλιματική_αλλαγή απειλεί τη #Μεσόγειο – Δραματική πρόβλεψη για αύξηση των #πυρκαγιών https://t.co/i9UqwrPYfq via @politis_news,η κλιματικη_αλλαγη απειλει τη μεσογειο δραματικη προβλεψη για αυξηση των πυρκαγιων via politis_news,0
Η κλιματική αλλαγή απειλεί τη Μεσόγειο - Δραματική πρόβλεψη για αύξηση των πυρκαγιών - https://t.co/XiWrmtxQ1Y https://t.co/Tk2B1YOVSQ,η κλιματικη αλλαγη απειλει τη μεσογειο δραματικη προβλεψη για αυξηση των πυρκαγιων,0
"[https://t.co/bDHZLmoC6L]Μελέτη: Η κλιματική  #Αλλαγή θα αυξήσει τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη  #Μεσόγειο https://t.co/UmUw8yGP4m",η κλιματικη αλλαγη θα αυξησει τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,0
Στο μεταβαλλόμενο περιβάλλον της σύγχρονης εποχής η υιοθέτηση πρακτικών διαχείρισης κινδύνων αποτελεί μονόδρομο για τη βιώσιμη ανάπτυξη https://t.co/zjHX84K7mb https://t.co/63TgIKd5A9,στο μεταβαλλομενο περιβαλλον τησ συγχρονησ εποχησ η υιοθετηση πρακτικων διαχειρισησ κινδυνων αποτελει μονοδρομο για τη βιωσιμη αναπτυξη,0
Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως - mononews #mononewsGR https://t.co/Z7xEXfKMCT,η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ mononews mononewsgr,0
Καραμανλής: Πράσινο το σύνολο των έργων υποδομών - Φιλικά προς το περιβάλλον τα 1.300 νέα λεωφορεία που έρχονται https://t.co/WJgrYzSZw0,καραμανλησ πρασινο το συνολο των εργων υποδομων φιλικα προσ το περιβαλλον τα νεα λεωφορεια που ερχονται,0
"Μελέτη: Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη Μεσόγειο

https://t.co/BMW3zl2ADn",μελετη η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,0
"Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως, ιδίως στη Μεσόγειο,
https://t.co/EUiqKEInYL,",η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ ιδιωσ στη μεσογειο,0
"Τέσσερις αντιπροτάσεις #Ερσίν_Τατάρ στα ΜΟΕ #Αναστασιάδη: Υδρογονάνθρακες, υδάτινοι πόροι, ηλεκτρική και πράσινη ενέργεια https://t.co/2ldqyyVBaK via @politis_news #Κύπρος #Κυπριακό",τεσσερισ αντιπροτασεισ ερσιν_ταταρ στα μοε αναστασιαδη υδρογονανθρακεσ υδατινοι ποροι ηλεκτρικη και πρασινη ενεργεια via politis_news κυπροσ κυπριακο,0
"Μπορεί ο Θάνος Πλεύρης να αποφεύγει όπως ο διάολος το λιβάνι τους δημοσιογράφους του Documento όταν του ζητούν μια δήλωση, αλλά αν πρόκειται για το ασφαλές περιβάλλον που εξασφαλίζει μία ανάρτηση στο Twitter, δεν έχει πρόβλημα να τοποθετηθεί δημόσια https://t.co/cAt9pwKKus",μπορει ο θανοσ πλευρησ να αποφευγει οπωσ ο διαολοσ το λιβανι τουσ δημοσιογραφουσ του documento οταν του ζητουν μια δηλωση αλλα αν προκειται για το ασφαλεσ περιβαλλον που εξασφαλιζει μια αναρτηση στο twitter δεν εχει προβλημα να τοποθετηθει δημοσια,0
