text,text_processed,topic
Η κλιματική αλλαγή θα αυξήσει τα επόμενα χρόνια τις δασικές πυρκαγιές παγκοσμίως - mononews #mononewsGR https://t.co/Z7xEXfKMCT,η κλιματικη αλλαγη θα αυξησει τα επομενα χρονια τισ δασικεσ πυρκαγιεσ παγκοσμιωσ mononews mononewsgr,2
"Τέσσερις αντιπροτάσεις #Ερσίν_Τατάρ στα ΜΟΕ #Αναστασιάδη: Υδρογονάνθρακες, υδάτινοι πόροι, ηλεκτρική και πράσινη ενέργεια https://t.co/2ldqyyVBaK via @politis_news #Κύπρος #Κυπριακό",τεσσερισ αντιπροτασεισ ερσιν_ταταρ στα μοε αναστασιαδη υδρογονανθρακεσ υδατινοι ποροι ηλεκτρικη και πρασινη ενεργεια via politis_news κυπροσ κυπριακο,2
Στη Φινλανδία η πρώτη στον κόσμο μπαταρία από άμμο που αποθηκεύει «πράσινη» ενέργεια - https://t.co/3v0HtATSpN https://t.co/SPC8Y0yjyv,στη φινλανδια η πρωτη στον κοσμο μπαταρια απο αμμο που αποθηκευει πρασινη ενεργεια,2
Φινλανδία: Μπαταρία άμμου αποθηκεύει πράσινη ενέργεια για μήνες – Πιθανή λύση στην ενεργειακή κρίση https://t.co/83KFxfWXgh,φινλανδια μπαταρια αμμου αποθηκευει πρασινη ενεργεια για μηνεσ πιθανη λυση στην ενεργειακη κριση,2
"Ερευνητές εγκατέστησαν στη δυτική Φινλανδία την πρώτη στον κόσμο πλήρως λειτουργική μπαταρία άμμου, η οποία μπορεί να αποθηκεύσει «πράσινη» ενέργεια για μήνες

https://t.co/zIW743m75J",ερευνητεσ εγκατεστησαν στη δυτικη φινλανδια την πρωτη στον κοσμο πληρωσ λειτουργικη μπαταρια αμμου η οποια μπορει να αποθηκευσει πρασινη ενεργεια για μηνεσ,2
Φινλανδία: Μπαταρία άμμου αποθηκεύει πράσινη ενέργεια για μήνες – Πιθανή λύση στην ενεργειακή κρίση ... https://t.co/uULSY3xvy8,φινλανδια μπαταρια αμμου αποθηκευει πρασινη ενεργεια για μηνεσ πιθανη λυση στην ενεργειακη κριση,2
"Μη βιώσιμο πλέον το all-inclusive για τον τουρισμό στην Τουρκία

https://t.co/eZYW1lL0M1

#Τουρκια  #allinclusive #τουρισμός #τουρίστες #ξενοδοχεία #οικονομία #πληθωρισμός #businessnews #biznews #biznewsgr",μη βιωσιμο πλεον το allinclusive για τον τουρισμο στην τουρκια τουρκια allinclusive τουρισμοσ τουριστεσ ξενοδοχεια οικονομια πληθωρισμοσ businessnews biznews biznewsgr,2
Το Public Group αναλαμβάνει δράση για έναν βιώσιμο πλανήτη με το πρόγραμμα Love Earth - mononews #mononewsGR https://t.co/fziVGCKmMw,το public group αναλαμβανει δραση για εναν βιωσιμο πλανητη με το προγραμμα love eah mononews mononewsgr,2
"Πως βλέπουν οι μεγάλοι επιχειρηματικοί όμιλοι τις αυτονόητες υποχρεώσεις τους για το περιβάλλον, την πολιτική διαφάνειας, την υπεύθυνη διακυβέρνηση; 

https://t.co/NxFUi0kBrw",πωσ βλεπουν οι μεγαλοι επιχειρηματικοι ομιλοι τισ αυτονοητεσ υποχρεωσεισ τουσ για το περιβαλλον την πολιτικη διαφανειασ την υπευθυνη διακυβερνηση,2
"Διχάζει απόφαση του Ευρωκοινοβουλίου για ""πράσινη"" ετικέτα στην πυρηνική ενέργεια - LarissaPress https://t.co/hOxPeoWW32",διχαζει αποφαση του ευρωκοινοβουλιου για πρασινη ετικετα στην πυρηνικη ενεργεια larissapress,2
Β.Πούτιν για Δυτική υποκρισία-“Μιλάνε για πράσινη ενέργεια αλλά καίνε περισσότερο άνθρακα”https://t.co/vHI1nfTOMV,βπουτιν για δυτικη υποκρισιαμιλανε για πρασινη ενεργεια αλλα καινε περισσοτερο ανθρακα,2
"Γεωργιάδης: Εάν η Ελλάδα εισέλθει μετά τις εκλογές σε πολιτική περιπέτεια, θα βλάψει το επενδυτικό περιβάλλον https://t.co/g5ryl5ZETV",γεωργιαδησ εαν η ελλαδα εισελθει μετα τισ εκλογεσ σε πολιτικη περιπετεια θα βλαψει το επενδυτικο περιβαλλον,2
"Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους https://t.co/0tW6BKAIsJ #greece #Πολεμος_στην_Ουκρανια #πανδημια #πολιτικη #survivorGR",ομιλοσ οτε δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ greece πολεμοσ_στην_ουκρανια πανδημια πολιτικη survivorgr,2
"Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους - mononews #mononewsGR https://t.co/0RT09WbAo1",ομιλοσ οτε δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ mononews mononewsgr,2
TITAN: Νέο βιώσιμο σκυρόδεμα- Το ANTAEUS είναι 100% ανακυκλώσιμο δομικό υλικό - mononews #mononewsGR https://t.co/jIeQW3uofQ,titan νεο βιωσιμο σκυροδεμα το antaeus ειναι ανακυκλωσιμο δομικο υλικο mononews mononewsgr,2
Ίδρυμα Αντενάουερ: H Aστυπάλαια σημαντικό παράδειγμα για καινοτομία και πράσινη ενέργεια https://t.co/lr4XfgDkAN #businessnewsgr,ιδρυμα αντεναουερ h aστυπαλαια σημαντικο παραδειγμα για καινοτομια και πρασινη ενεργεια businessnewsgr,2
Ίδρυμα Αντενάουερ: H Aστυπάλαια σημαντικό παράδειγμα των προσπαθειών για καινοτομία και πράσινη ενέργεια #Δημοκρατική #Ρόδος #Δωδεκάνησα https://t.co/iYRJ4HLnr5,ιδρυμα αντεναουερ h aστυπαλαια σημαντικο παραδειγμα των προσπαθειων για καινοτομια και πρασινη ενεργεια δημοκρατικη ροδοσ δωδεκανησα,2
"Δεν αρκούν ημίμετρα και προσαρμογές, αλλά μία καλά σχεδιασμένη αλυσίδα αλλαγών, που θα επιταχύνουν τη μετάβαση σε ένα βιώσιμο πρότυπο ανάπτυξης...

https://t.co/Yml8L5dUJe",δεν αρκουν ημιμετρα και προσαρμογεσ αλλα μια καλα σχεδιασμενη αλυσιδα αλλαγων που θα επιταχυνουν τη μεταβαση σε ενα βιωσιμο προτυπο αναπτυξησ,2
