text,text_processed,topic
Στο μεταβαλλόμενο περιβάλλον της σύγχρονης εποχής η υιοθέτηση πρακτικών διαχείρισης κινδύνων αποτελεί μονόδρομο για τη βιώσιμη ανάπτυξη https://t.co/zjHX84K7mb https://t.co/63TgIKd5A9,στο μεταβαλλομενο περιβαλλον τησ συγχρονησ εποχησ η υιοθετηση πρακτικων διαχειρισησ κινδυνων αποτελει μονοδρομο για τη βιωσιμη αναπτυξη https://tco/zjhx84k7mb https://tco/63tgikd5a9,3
"Χανιά: Ο ενεργειακός μετασχηματισμός, στο επίκεντρο του 6ου Παγκρήτιου Ενεργειακού Συνεδρίου

https://t.co/xUkmas00nK https://t.co/GXxe5e4Qty",χανια: ο ενεργειακοσ μετασχηματισμοσ στο επικεντρο του 6ου παγκρητιου ενεργειακου συνεδριου  https://tco/xukmas00nk https://tco/gxxe5e4qty,3
"Τα Ηνωμένα Έθνη έχουν ορίσει την βιώσιμη ανάπτυξη στην έκθεση Brundtland, ως «μια ανάπτυξη που ικανοποιεί τις ανάγκες του παρόντος χωρίς να διακυβεύει την ικανότητα των μελλοντικών γενεών να ικανοποιήσουν τις δικές τους ανάγκες».

https://t.co/vDOUmApXg3",τα ηνωμενα εθνη εχουν ορισει την βιωσιμη αναπτυξη στην εκθεση brundtland ωσ «μια αναπτυξη που ικανοποιει τισ αναγκεσ του παροντοσ χωρισ να διακυβευει την ικανοτητα των μελλοντικων γενεων να ικανοποιησουν τισ δικεσ τουσ αναγκεσ»  https://tco/vdoumapxg3,3
[Κλικ και διαβάστε στο NewsBeast]Οι  #Ελληνίδες υφάντρες που υπερασπίζονται τη βιώσιμη μόδα μέσω αρχαίων τεχνικών https://t.co/2Pfr8pqKBx,[κλικ και διαβαστε στο newsbeast]οι  #ελληνιδεσ υφαντρεσ που υπερασπιζονται τη βιωσιμη μοδα μεσω αρχαιων τεχνικων https://tco/2pfr8pqkbx,3
"ΠΔΕ: Ημερίδα της UNESCO, για την Εκπαίδευση τον Πολιτισμό &amp; τη Βιώσιμη Ανάπτυξη https://t.co/wYM3ZPjSVg",πδε: ημεριδα τησ unesco για την εκπαιδευση τον πολιτισμο &amp; τη βιωσιμη αναπτυξη https://tco/wym3zpjsvg,3
RT @TakisKapetanio2: «Η σύγχρονη δημοκρατία έχει ιδιωτικοποιηθεί. Δεν είναι πια βιώσιμη»  https://t.co/n9uiKk5m5C, @takiskapetanio2: «η συγχρονη δημοκρατια εχει ιδιωτικοποιηθει δεν ειναι πια βιωσιμη»  https://tco/n9uikk5m5c,3
Attica Bank: Στόχος η λειτουργική κερδοφορία με περιβαλλοντικά βιώσιμη και κοινωνικά υπεύθυνη ανάπτυξη - https://t.co/td0fp9pdzb https://t.co/15YJpI9a2y,attica bank: στοχοσ η λειτουργικη κερδοφορια με περιβαλλοντικα βιωσιμη και κοινωνικα υπευθυνη αναπτυξη - https://tco/td0fp9pdzb https://tco/15yjpi9a2y,3
Attica Bank: Στόχος η λειτουργική κερδοφορία και η βιώσιμη ανάπτυξη https://t.co/4P0Fa7wwZG #businessnewsgr,attica bank: στοχοσ η λειτουργικη κερδοφορια και η βιωσιμη αναπτυξη https://tco/4p0fa7wwzg #businessnewsgr,3
Η L’Oréal Hellas ενισχύει τις δεσμεύσεις της για βιώσιμη ανάπτυξη https://t.co/OEFTroJ26J,η l’oréal hellas ενισχυει τισ δεσμευσεισ τησ για βιωσιμη αναπτυξη https://tco/oeftroj26j,3
"Δράσεις στην Τσαριτσάνη για το περιβάλλον,τον πολιτισμό και τον αθλητισμό - LarissaPress https://t.co/6bsW2yp1Iq",δρασεισ στην τσαριτσανη για το περιβαλλοντον πολιτισμο και τον αθλητισμο - larissapress https://tco/6bsw2yp1iq,3
Αμπελουργία Ραψάνης: Προοπτικές για Βιώσιμη Ανάπτυξη https://t.co/oXwJhzl5z5,αμπελουργια ραψανησ: προοπτικεσ για βιωσιμη αναπτυξη https://tco/oxwjhzl5z5,3
"Τα τελευταία 10 χρόνια η ραγδαία τεχνολογική ανάπτυξη έχει διαμορφώσει ένα εντελώς διαφορετικό επιχειρηματικό περιβάλλον, από αυτό που γνωρίζαμε.

https://t.co/5PoH0OTO9R https://t.co/bbQidF88xj",τα τελευταια 10 χρονια η ραγδαια τεχνολογικη αναπτυξη εχει διαμορφωσει ενα εντελωσ διαφορετικο επιχειρηματικο περιβαλλον απο αυτο που γνωριζαμε  https://tco/5poh0oto9r https://tco/bbqidf88xj,3
Στο Ζαρό του Δήμου Φαιστού διοργανώθηκε το 3ο Θερινό Σχολείο για την αειφορία… https://t.co/GCIwmlm4nI,στο ζαρο του δημου φαιστου διοργανωθηκε το 3ο θερινο σχολειο για την αειφορια… https://tco/gciwmlm4ni,3
Η πορεία προς τη Βιώσιμη Ανάπτυξη μέσω της υλοποίησης των 17 Στόχων Βιώσιμης Ανάπτυξης της Ατζέντας 2030 των Ηνωμένων Εθνών (SDGs) είναι πλέον https://t.co/d5ofA05Duy https://t.co/bXp2WRAl4N,η πορεια προσ τη βιωσιμη αναπτυξη μεσω τησ υλοποιησησ των 17 στοχων βιωσιμησ αναπτυξησ τησ ατζεντασ 2030 των ηνωμενων εθνων (sdgs) ειναι πλεον https://tco/d5ofa05duy https://tco/bxp2wral4n,3
RT @CostasKadis: Ο Υπουργός Περιβάλλοντος της #Ukraine παρουσιάζει στο Συμβούλιο Υπουργών Περιβάλλοντος της #EU τις επιπτώσεις της Ρωσικής…, @costaskadis: ο υπουργοσ περιβαλλοντοσ τησ #ukraine παρουσιαζει στο συμβουλιο υπουργων περιβαλλοντοσ τησ #eu τισ επιπτωσεισ τησ ρωσικησ…,3
Κυκλάδες: Πράξη γίνεται η βιώσιμη αλιεία σε Ανδρο και Κύθνο https://t.co/D2gsUDHXIb,κυκλαδεσ: πραξη γινεται η βιωσιμη αλιεια σε ανδρο και κυθνο https://tco/d2gsudhxib,3
"Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους https://t.co/tMxt1sPYcq",ομιλοσ οτε: δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ https://tco/tmxt1spycq,3
"Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους - mononews #mononewsGR https://t.co/0RT09WbAo1",ομιλοσ οτε: δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ - mononews #mononewsgr https://tco/009wbao1,3
WWF: Η βιώσιμη αλιεία γίνεται πράξη σε Άνδρο και Κύθνο https://t.co/6fNLXsfoY7,wwf: η βιωσιμη αλιεια γινεται πραξη σε ανδρο και κυθνο https://tco/6fnlxsfoy7,3
"[Κλικ και διαβάστε στο mononews]Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους https://t.co/yl6G8RqT2f",[κλικ και διαβαστε στο mononews]ομιλοσ οτε: δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ https://tco/yl6g8rqt2f,3
"RT @LykavitosGr: Όμιλος ΟΤΕ: Δέσμευση για έναν πιο βιώσιμο κόσμο, καλύτερο για όλους  #ote #ESG #Μιχάλης_Τσαμάζ https://t.co/YUqNdd0nsC", @lykavitosgr: ομιλοσ οτε: δεσμευση για εναν πιο βιωσιμο κοσμο καλυτερο για ολουσ  #ote #esg #μιχαλησ_τσαμαζ https://tco/yuqndd0nsc,3
