text,text_processed,topic
Ανανεώσιμες Πηγές Ενέργειας: Το λάθος μείγμα στην Ελλάδα - Οι κίνδυνοι από τη μονοκαλλιέργεια https://t.co/lnKE3n3qdo,ανανεωσιμεσ πηγεσ ενεργειασ: το λαθοσ μειγμα στην ελλαδα - οι κινδυνοι απο τη μονοκαλλιεργεια https://tco/lnke3n3qdo,4
"Στο τέλος του 2022 το 50% της ζήτησης ηλεκτρικής ενέργειας στην Ελλάδα θα καλύπτεται από Ανανεώσιμες Πηγές Ενέργειας, ανέφερε ο υπουργός Περιβάλλοντος και Ενέργειας @KostasSkrekas μιλώντας σήμερα στο συνέδριο του #Εconomist

https://t.co/Uj0jDPzzVn https://t.co/FH38zfDFx5",στο τελοσ του 2022 το 50% τησ ζητησησ ηλεκτρικησ ενεργειασ στην ελλαδα θα καλυπτεται απο ανανεωσιμεσ πηγεσ ενεργειασ ανεφερε ο υπουργοσ περιβαλλοντοσ και ενεργειασ @kostasskrekas μιλωντασ σημερα στο συνεδριο του #εconomist  https://tco/uj0jdpzzvn https://tco/fh38zfdfx5,4
RT @tgportalblog: T.G.    Γερμανία:Πρωτόγνωρες εικόνες–  Ουρές στα συσσίτια  τροφίμων https://t.co/qav6nqusDo #ΝΤΠ #νεα_ταξη #ΕΕ #ακριβεια…, @tgpoalblog: tg    γερμανια:πρωτογνωρεσ εικονεσ–  ουρεσ στα συσσιτια  τροφιμων https://tco/qav6nqusdo #ντπ #νεα_ταξη #εε #ακριβεια…,4
"RT @LykavitosGr: Ακραίος καύσωνας σαρώνει Ισπανία και Πορτογαλία – Απειλεί με 40αρια Γαλλία και Βρετανία, τι θα γίνει στην Ελλάδα  #καύσωνα…", @lykavitosgr: ακραιοσ καυσωνασ σαρωνει ισπανια και πορτογαλια – απειλει με 40αρια γαλλια και βρετανια τι θα γινει στην ελλαδα  #καυσωνα…,4
"RT @LykavitosGr: Ακραίος καύσωνας σαρώνει Ισπανία και Πορτογαλία – Απειλεί με 40αρια Γαλλία και Βρετανία, τι θα γίνει στην Ελλάδα  #καύσωνα…", @lykavitosgr: ακραιοσ καυσωνασ σαρωνει ισπανια και πορτογαλια – απειλει με 40αρια γαλλια και βρετανια τι θα γινει στην ελλαδα  #καυσωνα…,4
Ανανεώσιμες Πηγές Ενέργειας: Το νέο Χωροταξικό για τα αιολικά πάρκα – Ολο το σχέδιο #Δημοκρατική #Ρόδος #Δωδεκάνησα https://t.co/30pNB64msv,ανανεωσιμεσ πηγεσ ενεργειασ: το νεο χωροταξικο για τα αιολικα παρκα – ολο το σχεδιο #δημοκρατικη #ροδοσ #δωδεκανησα https://tco/30pnb64msv,4
Κ. Σκρέκας: Στα 500 εκατ. ευρώ το όφελος από τις ανανεώσιμες πηγές ενέργειας https://t.co/wbVAILB8ph,κ σκρεκασ: στα 500 εκατ ευρω το οφελοσ απο τισ ανανεωσιμεσ πηγεσ ενεργειασ https://tco/wbvailb8ph,4
".@KostasSkrekas στο ΑΠΕ-ΜΠΕ (@amna_news): Στα 500 εκατ. ευρώ το όφελος από τις ανανεώσιμες πηγές ενέργειας εφέτος 

«Πράσινο» το 50% της ηλεκτρικής ενέργειας έως το τέλος του έτους

https://t.co/FgwyaZnQRz",@kostasskrekas στο απε-μπε (@amna_news): στα 500 εκατ ευρω το οφελοσ απο τισ ανανεωσιμεσ πηγεσ ενεργειασ εφετοσ   «πρασινο» το 50% τησ ηλεκτρικησ ενεργειασ εωσ το τελοσ του ετουσ  https://tco/fgwyaznqrz,4
Σκρέκας: Στα 500 εκατ. ευρώ το όφελος από τις ανανεώσιμες πηγές ενέργειας το 2022--https://t.co/zUeat59wg8,σκρεκασ: στα 500 εκατ ευρω το οφελοσ απο τισ ανανεωσιμεσ πηγεσ ενεργειασ το 2022--https://tco/zueat59wg8,4
ΥΠΕΝ: Μπαράζ διαγωνισμών για ανανεώσιμες πηγές ενέργειας συνολικής ισχύος 3.800 μεγαβάτ https://t.co/iqTnnTkTzb #businessnewsgr,υπεν: μπαραζ διαγωνισμων για ανανεωσιμεσ πηγεσ ενεργειασ συνολικησ ισχυοσ 3800 μεγαβατ https://tco/iqtnntktzb #businessnewsgr,4
