text,text_processed,topic
Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,γεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,0
"TI SYZHTAME TWRA ..... TRIZOUN TA KOKALA TOU KOLOKORWNH TOU KARAISKAKH KLP KLP GIA NA MHN PAW PIO PISW STON ARISTOTELH PLATWNA , SWKRATH KAI KOMPANIA ... EKSW ,,,,....... BRE OKSW KAI PISW STO MESAIWNA",ti syzhtame twra trizoun ta kokala tou kolokorwnh tou karaiskakh klp klp gia na mhn paw pio pisw ston aristotelh platwna swkrath kai kompania eksw bre oksw kai pisw sto mesaiwna,0
Ωραία πάω να φάω χειρινό προς τιμή του ψεύτικου Θεού τους Αλλάχ,ωραια παω να φαω χειρινο προσ τιμη του ψευτικου θεου τουσ αλλαχ,0
@bogdanosk Ελα βρε σοβαρά....Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,bogdanosk ελα βρε σοβαραγεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,0
@bogdanosk @MakeMyDayPunk_ Κάτι είπες για προκλητικές μοτοπορίες... https://t.co/yQxLOsccA0,bogdanosk makemydaypunk_ κατι ειπεσ για προκλητικεσ μοτοποριεσ,0
@AdonisGeorgiadi Γέμισαν και γεμίζουν την Ελλάδα με λαθρομετανάστες και μας πουλάνε πατριωτικά παπατζιλικη @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk,adonisgeorgiadi γεμισαν και γεμιζουν την ελλαδα με λαθρομεταναστεσ και μασ πουλανε πατριωτικα παπατζιλικη adonisgeorgiadi nmitarakis grigoris_d bogdanosk,0
"Ελληνικο αιμα ρεει αφθονο απο εισαγομενους λαθρομετανάστες @nmitarakis @AdonisGeorgiadi @bogdanosk @AnnaAsimakopoul χερια βαμενα με Ελληνικο αιμα γνωστοι τοις πασι, Επιτροπες Ασυλου,ΜΚΟ ανθρωπιστες αλληλεγγυοι Ποιος θα να ειναι ο επομενος; -https://t.co/IgTu1xAnY8",ελληνικο αιμα ρεει αφθονο απο εισαγομενουσ λαθρομεταναστεσ nmitarakis adonisgeorgiadi bogdanosk annaasimakopoul χερια βαμενα με ελληνικο αιμα γνωστοι τοισ πασι επιτροπεσ ασυλουμκο ανθρωπιστεσ αλληλεγγυοι ποιοσ θα να ειναι ο επομενοσ,0
"Γεμίζουν την Ελλάδα με λαθρομετανάστες,καταργούν εθνικές εορτές με την απειλή φυλάκισης και μας πουλάνε πατριωτικά παπατζιλικια ,σημερα γιορτάζουν ΚομΜουνιστες και λαθρομετανάστες @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk συγχαρητήρια https://t.co/V4FTFnwrYE",γεμιζουν την ελλαδα με λαθρομεταναστεσκαταργουν εθνικεσ εορτεσ με την απειλη φυλακισησ και μασ πουλανε πατριωτικα παπατζιλικια σημερα γιορταζουν κομμουνιστεσ και λαθρομεταναστεσ adonisgeorgiadi nmitarakis grigoris_d bogdanosk συγχαρητηρια,0
Οι ανθέλληνες απαγόρευσαν στους Έλληνες να παρελάσουν #ΝΔ @K_Hatzidakis @chrisochoidis @AdonisGeorgiadi @PrimeministerGR @bogdanosk @grigoris_d @nmitarakis @nkerameus @kyranakis @Dora_Bakoyannis @AnnaAsimakopoul Σήμερα γιορτάζουν οι ΚομΜουνιστες και λαθρομετανάστες https://t.co/RAK6a5X3py,οι ανθελληνεσ απαγορευσαν στουσ ελληνεσ να παρελασουν νδ k_hatzidakis chrisochoidis adonisgeorgiadi primeministergr bogdanosk grigoris_d nmitarakis nkerameus kyranakis dora_bakoyannis annaasimakopoul σημερα γιορταζουν οι κομμουνιστεσ και λαθρομεταναστεσ,0
"Γεμίζουν την Ελλάδα με λαθρομετανάστες,καταργούν εθνικές εορτές με την απειλή φυλάκισης και μας πουλάνε πατριωτικά παπατζιλικια ,σημερα γιορτάζουν ΚομΜουνιστες και λαθρομετανάστες @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk συγχαρητήρια https://t.co/TRnRXy2sfV",γεμιζουν την ελλαδα με λαθρομεταναστεσκαταργουν εθνικεσ εορτεσ με την απειλη φυλακισησ και μασ πουλανε πατριωτικα παπατζιλικια σημερα γιορταζουν κομμουνιστεσ και λαθρομεταναστεσ adonisgeorgiadi nmitarakis grigoris_d bogdanosk συγχαρητηρια,0
"@bogdanosk Γεμίζουν την Ελλάδα με λαθρομετανάστες,καταργούν εθνικές εορτές με την απειλή φυλάκισης και μας πουλάνε πατριωτικά παπατζιλικια ,σημερα γιορτάζουν ΚομΜουνιστες και λαθρομετανάστες @AdonisGeorgiadi @nmitarakis @grigoris_d @bogdanosk συγχαρητήρια https://t.co/V4FTFnwrYE",bogdanosk γεμιζουν την ελλαδα με λαθρομεταναστεσκαταργουν εθνικεσ εορτεσ με την απειλη φυλακισησ και μασ πουλανε πατριωτικα παπατζιλικια σημερα γιορταζουν κομμουνιστεσ και λαθρομεταναστεσ adonisgeorgiadi nmitarakis grigoris_d bogdanosk συγχαρητηρια,0
"@grigoris_d Γεμίζουν την Ελλάδα με λαθρομετανάστες,καταργούν εθνικές εορτές με την απειλή φυλάκισης και μας πουλάνε πατριωτικά παπατζιλικια ,σημερα γιορτάζουν ΚομΜουνιστες και λαθρομετανάστες @AdonisGeorgiadi @nmitarakis @grigoris_d @grigoris_d @bogdanosk https://t.co/V4FTFnwrYE",grigoris_d γεμιζουν την ελλαδα με λαθρομεταναστεσκαταργουν εθνικεσ εορτεσ με την απειλη φυλακισησ και μασ πουλανε πατριωτικα παπατζιλικια σημερα γιορταζουν κομμουνιστεσ και λαθρομεταναστεσ adonisgeorgiadi nmitarakis grigoris_d grigoris_d bogdanosk,0
"@PrimeministerGR @nmitarakis @chrisochoidis Το σκέφτομαι σοβαρά να το παίξω πρόσφυγας όπως &amp; οι άλλοι. Καλή μπιζνα. ΔΩΡΕΑΝ μαμ,σκατά &amp; νάνι. ΕΛΕΥΘΕΡΙΑ να κάνεις ότι γουστάρεις Κι εγώ αν ήμουν από το Ιράκ στην υγειά του κορόιδου θα έπινα. #Απελαση_Τωρα Ακόμα εδώ τους κρατάτε;",primeministergr nmitarakis chrisochoidis το σκεφτομαι σοβαρα να το παιξω προσφυγασ οπωσ amp οι αλλοι καλη μπιζνα δωρεαν μαμσκατα amp νανι ελευθερια να κανεισ οτι γουσταρεισ κι εγω αν ημουν απο το ιρακ στην υγεια του κοροιδου θα επινα απελαση_τωρα ακομα εδω τουσ κρατατε,0
"@nmitarakis Τους φέρνετε μέσα για να τους στείλετε στην Ευρώπη ,αυτό ομως δεν αποθαρρύνει, αντιθέτως είναι δέλεαρ για να συνεχίσουν να έρχονται με την ελπίδα να βρεθούν γρήγορα σε χώρες της ένωσης ! Βγάζουμε τα μάτια μας με την μετανάστευση εχθρικά διακείμενων λαών προς τον πολιτισμό μας ...",nmitarakis τουσ φερνετε μεσα για να τουσ στειλετε στην ευρωπη αυτο ομωσ δεν αποθαρρυνει αντιθετωσ ειναι δελεαρ για να συνεχισουν να ερχονται με την ελπιδα να βρεθουν γρηγορα σε χωρεσ τησ ενωσησ βγαζουμε τα ματια μασ με την μεταναστευση εχθρικα διακειμενων λαων προσ τον πολιτισμο μασ,0
